Model,Scenario,Region,Variable,Unit,Year,Value
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Gas,EJ/yr,2060,23.92443706
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Gas,EJ/yr,2060,10.11494413
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Gas,EJ/yr,2060,5.68541978
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Gas,EJ/yr,2060,36.38409891
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2060,0.04685805206
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Geothermal,EJ/yr,2060,0.01917405312
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Geothermal,EJ/yr,2060,0.0007290462158
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Geothermal,EJ/yr,2060,0.003527253413
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Geothermal,EJ/yr,2060,0.000109207887
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Geothermal,EJ/yr,2060,0.02331849143
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2060,21.44130139
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Hydro,EJ/yr,2060,10.56468876
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Hydro,EJ/yr,2060,1.221411731
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Hydro,EJ/yr,2060,3.404742979
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Hydro,EJ/yr,2060,0.9736896418
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Hydro,EJ/yr,2060,5.276768275
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2060,2.393243186
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Nuclear,EJ/yr,2060,1.65619035
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Nuclear,EJ/yr,2060,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Nuclear,EJ/yr,2060,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Nuclear,EJ/yr,2060,0.1683920671
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Nuclear,EJ/yr,2060,0.5686607695
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2060,0.02519270723
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Oil,EJ/yr,2060,0.000005618748521
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Oil,EJ/yr,2060,0.02517523993
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Oil,EJ/yr,2060,0.000006172346397
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Oil,EJ/yr,2060,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Oil,EJ/yr,2060,0.000005676209767
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Solar,EJ/yr,2060,9.831214068
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Solar,EJ/yr,2060,5.129637902
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Solar,EJ/yr,2060,1.829975792
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Solar,EJ/yr,2060,0.9978134401
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Solar,EJ/yr,2060,0.04349012223
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Solar,EJ/yr,2060,1.830296811
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Wind,EJ/yr,2060,40.38393108
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Wind,EJ/yr,2060,14.93834484
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Wind,EJ/yr,2060,7.413243699
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Wind,EJ/yr,2060,3.865729534
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Wind,EJ/yr,2060,1.046277309
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Wind,EJ/yr,2060,13.1203357
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Coal,EJ/yr,2070,40.76884499
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Coal,EJ/yr,2070,33.22525709
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Coal,EJ/yr,2070,6.023022407
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Coal,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Coal,EJ/yr,2070,0.1559062307
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Coal,EJ/yr,2070,1.36465926
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Gas,EJ/yr,2070,113.481155
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Gas,EJ/yr,2070,25.94219899
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Gas,EJ/yr,2070,28.17688912
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Gas,EJ/yr,2070,10.14842563
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Gas,EJ/yr,2070,7.384828347
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Gas,EJ/yr,2070,41.8288129
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2070,0.03053584121
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Geothermal,EJ/yr,2070,0.01396827025
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Geothermal,EJ/yr,2070,0.0004385238362
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Geothermal,EJ/yr,2070,0.002096735929
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Geothermal,EJ/yr,2070,0.00006489951889
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Geothermal,EJ/yr,2070,0.01396741167
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2070,22.71620419
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Hydro,EJ/yr,2070,11.50624534
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Hydro,EJ/yr,2070,1.524794979
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Hydro,EJ/yr,2070,3.434390581
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Hydro,EJ/yr,2070,0.9736896395
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Hydro,EJ/yr,2070,5.277083655
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2070,2.933642119
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Nuclear,EJ/yr,2070,2.027422122
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Nuclear,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Nuclear,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Nuclear,EJ/yr,2070,0.1671371736
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Nuclear,EJ/yr,2070,0.739082824
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2070,0.00002433818195
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Oil,EJ/yr,2070,0.00002433818195
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Solar,EJ/yr,2070,17.75613171
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Solar,EJ/yr,2070,7.668694717
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Solar,EJ/yr,2070,3.407098894
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Solar,EJ/yr,2070,2.836607139
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Solar,EJ/yr,2070,0.1371808914
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Solar,EJ/yr,2070,3.706550068
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Wind,EJ/yr,2070,53.68458337
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Wind,EJ/yr,2070,17.28005563
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Wind,EJ/yr,2070,12.99584263
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Wind,EJ/yr,2070,5.58259528
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Wind,EJ/yr,2070,1.540609454
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Wind,EJ/yr,2070,16.28548038
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Coal,EJ/yr,2080,46.97767694
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Coal,EJ/yr,2080,33.57172718
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Coal,EJ/yr,2080,9.957795902
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Coal,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Coal,EJ/yr,2080,0.1571481108
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Coal,EJ/yr,2080,3.291005748
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Gas,EJ/yr,2080,117.5039878
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Gas,EJ/yr,2080,27.58670942
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Gas,EJ/yr,2080,32.98125368
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Gas,EJ/yr,2080,11.73789339
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Gas,EJ/yr,2080,7.248223402
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Gas,EJ/yr,2080,37.9499079
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2080,0.02216676528
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Geothermal,EJ/yr,2080,0.008405359
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Geothermal,EJ/yr,2080,0.0002621494792
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Geothermal,EJ/yr,2080,0.002079804757
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Geothermal,EJ/yr,2080,0.0000648805594
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Geothermal,EJ/yr,2080,0.01135457148
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2080,23.98020666
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Hydro,EJ/yr,2080,12.15993147
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Hydro,EJ/yr,2080,2.016841053
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Hydro,EJ/yr,2080,3.450475988
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Hydro,EJ/yr,2080,1.075559115
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Hydro,EJ/yr,2080,5.277399032
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2080,5.608931715
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Nuclear,EJ/yr,2080,3.164701643
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Nuclear,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Nuclear,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Nuclear,EJ/yr,2080,0.1670883468
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Nuclear,EJ/yr,2080,2.277141726
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Solar,EJ/yr,2080,26.11966624
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Solar,EJ/yr,2080,9.556459256
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Solar,EJ/yr,2080,5.97416316
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Solar,EJ/yr,2080,3.880060778
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Solar,EJ/yr,2080,0.310579266
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Solar,EJ/yr,2080,6.398403779
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Wind,EJ/yr,2080,66.02709061
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Wind,EJ/yr,2080,22.07806675
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Wind,EJ/yr,2080,16.90068517
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Wind,EJ/yr,2080,6.459023329
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Wind,EJ/yr,2080,2.204950482
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Wind,EJ/yr,2080,18.38436487
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Coal,EJ/yr,2090,57.13726145
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Coal,EJ/yr,2090,33.35384477
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Coal,EJ/yr,2090,20.47170407
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Coal,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Coal,EJ/yr,2090,0.1583228227
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Coal,EJ/yr,2090,3.153389793
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Gas,EJ/yr,2090,121.9875843
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Gas,EJ/yr,2090,32.72295824
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Gas,EJ/yr,2090,30.79632431
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Gas,EJ/yr,2090,13.85570167
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Gas,EJ/yr,2090,6.557724123
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Gas,EJ/yr,2090,38.05487599
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2090,0.02216562122
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Geothermal,EJ/yr,2090,0.008423763394
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Geothermal,EJ/yr,2090,0.0002632298287
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Geothermal,EJ/yr,2090,0.002083126307
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Geothermal,EJ/yr,2090,0.00003866879366
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Geothermal,EJ/yr,2090,0.0113568329
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2090,24.90971775
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Hydro,EJ/yr,2090,12.16781647
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Hydro,EJ/yr,2090,2.817108647
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Hydro,EJ/yr,2090,3.45930721
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Hydro,EJ/yr,2090,1.188086386
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Hydro,EJ/yr,2090,5.277399032
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2090,9.287283525
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Nuclear,EJ/yr,2090,4.788897381
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Nuclear,EJ/yr,2090,0.3108942053
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Nuclear,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Nuclear,EJ/yr,2090,0.6450984698
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Nuclear,EJ/yr,2090,3.542393469
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Solar,EJ/yr,2090,34.28270506
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Solar,EJ/yr,2090,11.41045213
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Solar,EJ/yr,2090,10.10540111
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Solar,EJ/yr,2090,4.410150826
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Solar,EJ/yr,2090,0.6073743026
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Solar,EJ/yr,2090,7.749326687
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Wind,EJ/yr,2090,75.51258564
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Wind,EJ/yr,2090,24.6935636
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Wind,EJ/yr,2090,21.16772732
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Wind,EJ/yr,2090,7.341448507
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Wind,EJ/yr,2090,3.070649226
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Wind,EJ/yr,2090,19.23919698
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Coal,EJ/yr,2100,61.75265978
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Coal,EJ/yr,2100,25.44310438
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Coal,EJ/yr,2100,33.68789125
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Coal,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Coal,EJ/yr,2100,0.159037842
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Coal,EJ/yr,2100,2.462626305
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Gas,EJ/yr,2100,130.791971
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Gas,EJ/yr,2100,41.73743226
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Gas,EJ/yr,2100,29.10452474
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Gas,EJ/yr,2100,16.00622954
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Gas,EJ/yr,2100,5.514420821
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Gas,EJ/yr,2100,38.42936368
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Geothermal,EJ/yr,2100,0.01789361202
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Geothermal,EJ/yr,2100,0.008428663404
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Geothermal,EJ/yr,2100,0.0002676878523
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Geothermal,EJ/yr,2100,0.001245786436
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Geothermal,EJ/yr,2100,0.00002310689163
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Geothermal,EJ/yr,2100,0.007928367435
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Hydro,EJ/yr,2100,25.27912776
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Hydro,EJ/yr,2100,12.17128583
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Hydro,EJ/yr,2100,2.950566999
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Hydro,EJ/yr,2100,3.464038198
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Hydro,EJ/yr,2100,1.312386503
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Hydro,EJ/yr,2100,5.380850231
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Nuclear,EJ/yr,2100,18.42006993
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Nuclear,EJ/yr,2100,8.912643159
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Nuclear,EJ/yr,2100,0.9677740992
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Nuclear,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Nuclear,EJ/yr,2100,1.460035891
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Nuclear,EJ/yr,2100,7.079616782
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Oil,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Solar,EJ/yr,2100,43.82639736
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Solar,EJ/yr,2100,14.6736663
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Solar,EJ/yr,2100,16.059868
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Solar,EJ/yr,2100,4.946560508
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Solar,EJ/yr,2100,1.090822166
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Solar,EJ/yr,2100,7.055480379
MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Wind,EJ/yr,2100,85.06497808
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5ASIA,Wind,EJ/yr,2100,27.41742928
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5MAF,Wind,EJ/yr,2100,26.28516638
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5LAM,Wind,EJ/yr,2100,8.23523448
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5REF,Wind,EJ/yr,2100,3.242536355
MESSAGEix-GLOBIOM_1.0,NPi_v3,R5OECD90+EU,Wind,EJ/yr,2100,19.88461159
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2010,31.06073684
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2010,15.80702191
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2010,1.079943173
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2010,0.2523200526
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2010,1.120616048
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2010,12.80083565
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2010,16.24323642
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2010,2.65751557
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2010,2.834046297
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2010,1.305353292
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2010,2.038578279
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2010,7.407742977
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2010,0.3578415539
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2010,0.153183592
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2010,0.006150297424
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2010,0.04596955692
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2010,0.001277368566
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2010,0.151260739
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2010,12.85671186
