Model,Scenario,Region,Variable,Unit,Year,Value
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2010,3.659621038
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2010,0.4954934689
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2010,2.662481373
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2010,0.9736896371
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2010,5.065426341
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2010,9.703582614
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2010,1.031937958
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2010,0.04144339866
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2010,0.1001958964
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2010,0.8288711506
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2010,7.701134211
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2010,2.549096917
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2010,0.4846683998
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2010,1.174738165
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2010,0.2440094608
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2010,0.09352121146
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2010,0.5521596797
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2010,0.2479116393
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2010,0.005393576207
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2010,0.01043185464
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2010,0.0006623399323
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2010,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2010,0.2314238686
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2010,1.656163047
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2010,0.1850615838
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2010,0.03854196482
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2010,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2010,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2010,1.432559499
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2020,27.42234573
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2020,16.52101202
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2020,1.319853123
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2020,0.2121587572
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2020,0.8904832486
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2020,8.478838583
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2020,32.12260647
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2020,7.380619431
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2020,4.980538064
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2020,2.558863877
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2020,3.431331431
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2020,13.77125367
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2020,0.2392423393
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2020,0.09174714939
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2020,0.003516869257
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2020,0.02752367113
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2020,0.0007760929356
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2020,0.1156785566
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2020,15.80198983
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2020,6.044438068
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2020,0.6882028052
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2020,2.826614759
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2020,0.9736896268
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2020,5.269044576
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2020,10.67804479
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2020,2.532496404
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2020,0.03958048409
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2020,0.1001962705
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2020,0.3834357447
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2020,7.622335891
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2020,1.137887923
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2020,0.2083906778
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2020,0.6928472927
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2020,0.08719387317
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2020,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2020,0.149456079
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2020,1.505883323
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2020,0.7263031184
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2020,0.009272759757
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2020,0.0004415599843
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2020,0.009108752036
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2020,0.7607571329
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2020,8.933960334
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2020,2.903845603
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2020,0.4307215934
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2020,0.2900975191
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2020,0.0374695198
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2020,5.271826098
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2030,8.889911624
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2030,6.743337288
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2030,0.5840957733
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2030,0.0556400472
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2030,0.004458601813
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2030,1.502379913
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2030,48.38773446
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2030,13.16608487
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2030,8.195224313
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2030,3.808228127
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2030,4.086543896
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2030,19.13165325
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2030,0.1917604791
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2030,0.07921977047
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2030,0.003761143736
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2030,0.01605684548
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2030,0.0004579186932
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2030,0.09226480072
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2030,19.78928813
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2030,9.480071479
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2030,0.8676654044
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2030,3.091866146
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2030,1.075559105
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2030,5.274125999
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2030,15.76280349
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2030,5.200596681
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2030,0.315432731
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2030,0.05260873884
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2030,0.8349543295
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2030,9.35921101
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2030,0.6139866626
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2030,0.09341839067
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2030,0.3984193479
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2030,0.0501980088
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2030,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2030,0.07195091521
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2030,3.40318797
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2030,1.911908703
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2030,0.2053779863
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2030,0.1150017854
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2030,0.06163308893
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2030,1.109266407
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2030,18.90091406
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2030,9.098112782
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2030,1.483602145
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2030,0.933822297
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2030,0.1487578559
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2030,7.236618982
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2040,1.741380786
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2040,1.230126567
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2040,0.318517367
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2040,0.0189027861
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2040,0.0172408906
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2040,0.1565931755
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2040,62.90208364
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2040,18.50810807
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2040,12.80593643
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2040,3.910112421
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2040,5.217883009
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2040,22.46004371
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2040,0.3309278469
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2040,0.06001739008
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2040,0.002251935646
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2040,0.009542730663
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2040,0.0002861237786
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2040,0.2588296668
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2040,24.0401879
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2040,10.95696594
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2040,1.011487801
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2040,5.449481229
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2040,1.21323122
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2040,5.409021711
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2040,23.33397269
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2040,10.99948295
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2040,1.233504386
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2040,0.02944239858
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2040,0.443113374
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2040,10.62842958
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2040,0.2738242014
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2040,0.01627240405
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2040,0.2237935657
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2040,0.01730621046
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2040,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2040,0.01645202117
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2040,10.60903299
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2040,6.617852284
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2040,0.8593755991
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2040,0.7185759401
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2040,0.1841104809
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2040,2.229118688
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2040,31.20755876
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2040,13.94518289
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2040,3.904082695
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2040,2.239843295
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2040,0.4565664709
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2040,10.66188341
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2050,1.619065753
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2050,1.193592083
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2050,0.03625463321
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2050,0.02405554075
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2050,0.05948535742
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2050,0.3056781392
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2050,60.71598601
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2050,13.42166871
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2050,15.48994939
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2050,2.718623314
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2050,4.390280483
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2050,24.69546412
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2050,0.528593065
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2050,0.05734501149
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2050,0.001348317036
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2050,0.005402879063
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2050,0.0002846067522
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2050,0.4642122506
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2050,27.59040906
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2050,11.98456926
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2050,2.209604588
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2050,6.167331614
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2050,1.33012693
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2050,5.898776671
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2050,35.88439915
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2050,20.99733538
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2050,2.996074433
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2050,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2050,0.9383041619
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2050,10.95268518
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2050,0.09468308381
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2050,0.005678008521
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2050,0.07788236391
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2050,0.005394981429
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2050,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2050,0.005727729946
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2050,21.37636911
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2050,12.07062657
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2050,2.323748658
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2050,2.236124662
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2050,0.4013699726
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2050,4.344499244
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2050,44.25509477
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2050,19.28006274
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2050,7.161120505
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2050,3.550011796
