Model,Scenario,Region,Variable,Unit,Year,Value
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2050,1.217548286
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2050,13.04635144
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2060,2.127447234
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2060,1.382654128
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2060,0.06099178215
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2060,0.02024798898
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2060,0.1360395281
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2060,0.5275138067
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2060,57.67848888
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2060,10.48691744
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2060,18.01392997
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2060,3.993598245
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2060,3.224339844
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2060,21.95970338
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2060,0.8603588901
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2060,0.1143051637
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2060,0.006576136581
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2060,0.005582712387
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2060,0.0002857409956
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2060,0.7336091364
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2060,29.57218249
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2060,12.10221343
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2060,2.80109894
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2060,6.717073823
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2060,1.885504359
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2060,6.066291935
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2060,60.25143961
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2060,34.6135428
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2060,6.497587741
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2060,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2060,1.645358439
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2060,17.49495063
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2060,0.02486563979
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2060,0.000005623320255
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2060,0.02484885603
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2060,0.000005547069669
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2060,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2060,0.000005613368027
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2060,32.47731269
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2060,16.03204598
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2060,4.96801601
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2060,3.437758628
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2060,0.7552627964
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2060,7.284229271
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2060,59.41354514
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2060,25.73715522
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2060,11.3304553
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2060,4.915873388
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2060,2.503733927
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2060,14.92632731
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2070,2.228406564
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2070,1.223655527
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2070,0.1175085085
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2070,0.1840678626
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2070,0.7031746667
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2070,44.55670794
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2070,4.385945707
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2070,17.53619349
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2070,3.414660669
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2070,1.077236095
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2070,18.14267198
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2070,1.470938274
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2070,0.1668489338
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2070,0.02077871773
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2070,0.003312315301
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2070,0.0001641574018
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2070,1.279834149
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2070,33.36404864
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2070,12.14195381
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2070,3.102589787
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2070,7.111008461
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2070,4.790181869
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2070,6.218314713
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2070,88.7981992
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2070,52.53401551
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2070,13.28408243
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2070,1.57874645
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2070,21.40135481
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2070,0.00002456111899
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2070,0.00002456111899
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2070,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2070,44.99430393
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2070,18.32499249
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2070,9.321016052
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2070,5.171439915
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2070,1.331716927
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2070,10.84513854
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2070,76.53734933
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2070,27.60359206
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2070,19.23420354
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2070,7.069560416
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2070,2.973163186
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2070,19.65683013
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2080,2.210591387
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2080,1.324842804
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2080,0.1604455461
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2080,0.1360400365
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2080,0.5892630009
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2080,26.8260033
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2080,0.02534299533
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2080,14.54494045
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2080,2.209216432
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2080,10.04650342
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2080,3.217877359
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2080,0.2643764668
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2080,0.1202252753
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2080,0.1593527185
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2080,0.001014260641
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2080,2.672908637
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2080,36.36942826
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2080,12.15993155
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2080,3.221810985
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2080,7.380044653
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2080,7.010819385
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2080,6.596821681
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2080,105.2589321
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2080,60.04111374
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2080,20.19647101
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2080,1.484288299
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2080,23.53705901
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2080,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2080,68.82206583
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2080,25.63710476
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2080,16.36769988
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2080,7.561234392
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2080,2.270699925
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2080,16.98532687
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2080,119.3264318
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2080,37.7722738
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2080,37.94605948
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2080,9.985052821
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2080,3.649219279
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2080,29.97382643
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2090,1.375254317
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2090,0.9483860868
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2090,0.1301657072
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2090,0.05512454709
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2090,0.2415779763
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2090,16.28181334
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2090,10.9181682
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2090,1.235455856
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2090,4.128189286
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2090,4.782218395
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2090,0.5964918768
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2090,0.1420180868
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2090,0.3651446191
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2090,0.1348244589
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2090,3.543739354
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2090,37.48679484
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2090,12.16781655
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2090,3.290568183
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2090,7.557614887
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2090,7.744016131
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2090,6.726779084
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2090,123.5546898
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2090,70.98926953
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2090,27.29822137
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2090,1.533032485
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Nuclear,EJ/yr,2090,23.73416637
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Oil,EJ/yr,2090,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Solar,EJ/yr,2090,101.0309343
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Solar,EJ/yr,2090,33.81399363
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Solar,EJ/yr,2090,27.59414363
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Solar,EJ/yr,2090,10.78369856
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Solar,EJ/yr,2090,3.754141172
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Solar,EJ/yr,2090,25.08495734
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Wind,EJ/yr,2090,172.6388913
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Wind,EJ/yr,2090,46.79304728
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Wind,EJ/yr,2090,59.01837288
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Wind,EJ/yr,2090,14.48036187
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Wind,EJ/yr,2090,5.525888532
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Wind,EJ/yr,2090,46.82122072
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Coal,EJ/yr,2100,0.5917322242
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Coal,EJ/yr,2100,0.4881876678
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Coal,EJ/yr,2100,0.04913718071
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Coal,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Coal,EJ/yr,2100,0.0001229845582
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Coal,EJ/yr,2100,0.0542843911
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2100,3.404056603
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Gas,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Gas,EJ/yr,2100,2.130786816
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Gas,EJ/yr,2100,0.6033648851
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Gas,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Gas,EJ/yr,2100,0.6699049027
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Geothermal,EJ/yr,2100,6.245665968
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Geothermal,EJ/yr,2100,0.7578164805
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Geothermal,EJ/yr,2100,0.140672319
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Geothermal,EJ/yr,2100,0.6106450487
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Geothermal,EJ/yr,2100,0.3044753543
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Geothermal,EJ/yr,2100,4.432056765
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Hydro,EJ/yr,2100,37.92363332
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Hydro,EJ/yr,2100,12.17128597
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Hydro,EJ/yr,2100,3.329046984
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Hydro,EJ/yr,2100,7.672420467
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Hydro,EJ/yr,2100,7.962903733
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5OECD90+EU,Hydro,EJ/yr,2100,6.787976165
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Nuclear,EJ/yr,2100,126.1242079
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5ASIA,Nuclear,EJ/yr,2100,75.18020897
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5MAF,Nuclear,EJ/yr,2100,28.57570022
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5LAM,Nuclear,EJ/yr,2100,0
MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,R5REF,Nuclear,EJ/yr,2100,1.379217562
