,Model,Scenario,Region,Variable,Unit,Year,Value,OMCOST_p,FUELCOST_p,CAPCOST_p
240,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2010,49.853070177,0.0,0.0,0.0
241,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2020,60.682840123000005,0.0,0.0,0.0
242,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2030,48.080498267299994,1.0847712349,83.71761671729999,15.1976120478
243,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2040,50.195352299999996,0.9976392251999999,85.1616997392,13.8406610356
244,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2050,41.858551323250005,0.45522934159999995,92.6011239776,6.943646680900001
245,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2060,28.66336970947,0.4283784429,92.9743911892,6.5972303679
246,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2070,16.6077995957084,0.6328174546,88.4624805764,10.904701969000001
247,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2080,2.91055355902,0.4857157164,91.11085071030001,8.403433573300001
248,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2090,0.4238840360758,1.2537370023,76.1607037639,22.5855592339
249,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Fossils,EJ/yr,2100,0.1500959216858,1.0068722165000001,81.1087776977,17.884350085799998
250,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2010,15.1186281002,0.0,0.0,0.0
251,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2020,26.4810758263,0.0,0.0,0.0
252,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2030,55.680909879000005,3.9037243242,1.4094453812,94.68683029459999
253,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2040,92.420430141,3.7182736867000004,0.0,96.2817263133
254,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2050,125.824718109,3.0755636526999997,1.7729064911,95.15152985620001
255,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2060,170.34757512299998,3.2499549014999998,3.5915178712,93.1585272273
256,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2070,235.035750498,3.2113374906,0.7952689716,95.9933935378
257,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2080,295.99901701300007,3.1490133291,1.7498432882,95.1011433827
258,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2090,364.5301641790001,3.2046273720999996,1.3321340461,95.4632385818
259,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,World,Renewables,EJ/yr,2100,432.401700778,3.1411938893,1.334145482,95.5246606287
260,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2010,18.9492058798,0.0,0.0,0.0
261,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2020,24.1100221288,0.0,0.0,0.0
262,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2030,15.49745771488,1.1073612278,83.5243402785,15.368298493800001
263,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2040,14.2895975927,0.5555310915999999,91.53388909780001,7.9105798106
264,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2050,9.008991522113,0.547662408,90.5951589877,8.8571786043
265,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2060,3.14551984377626,4.7037055479,0.0,95.29629445209999
266,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2070,0.7751610873999999,4.8370387327,0.0,95.16296126729999
267,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2080,0.34774626200000003,0.6849774725,86.3362232945,12.978799233
268,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2090,0.1830612234,4.8025443036,0.0,95.1974556964
269,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Fossils,EJ/yr,2100,0.1308588227,4.9462757882,0.0,95.0537242118
270,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2010,4.003259790007,0.0,0.0,0.0
271,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2020,9.76633393879,0.0,0.0,0.0
272,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2030,25.8563698488,3.2982289383,2.4614572272,94.24031383450001
273,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2040,43.4545524381,3.1555444188,0.0,96.84445558120001
274,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2050,56.1126208304,2.4320407081,3.4764770391,94.0914822528
275,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2060,66.0986518925,2.6938929514,2.9139961761,94.3921108725
276,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2070,83.1357090086,2.7616582231,1.9814989523,95.25684282459999
277,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2080,94.64521831219999,2.7269147368,5.3004388632,91.9726464001
278,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2090,111.4605538865,2.9780310295,3.6562603567000003,93.3657086139
279,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Asia (No Japan),Renewables,EJ/yr,2100,127.4309639605,2.6105509394,4.0376230348,93.3518260258
280,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2010,5.088727635,0.0,0.0,0.0
281,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2020,6.9932384797000005,0.0,0.0,0.0
282,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2030,7.641786219299999,0.9323172331,86.27999569049999,12.787687076300001
283,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2040,11.195173428399999,1.3082118743,79.9604310617,18.7313570641
284,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2050,12.90181339227,0.33729307020000004,94.98216374709999,4.6805431827
285,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2060,12.726382916010001,0.3059388684,95.48106452639999,4.2129966051
286,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2070,10.2294786313984,4.8427494597,2.40209265,92.75515789030001
287,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2080,0.91193814174,4.7826411238999995,0.0,95.21735887610001
288,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2090,0.0,5.0491874644,0.0,94.9508125356
289,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Fossils,EJ/yr,2100,0.0,5.190233882699999,0.0,94.8097661173
290,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2010,0.5506175857839999,0.0,0.0,0.0
291,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2020,1.131714027614,0.0,0.0,0.0
292,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2030,4.331538678144,4.4586426554,0.0,95.54135734459999
293,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2040,8.681919680610001,3.9285354965,0.0,96.07146450350001
294,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2050,15.62888493752,4.0135975843,0.0,95.9864024157
295,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2060,28.7736446288,3.8192874575,0.9284966834,95.2522158591
296,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2070,47.879229881,3.7766442272000003,0.0,96.2233557728
297,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2080,76.22744645099999,3.6609890135,0.0,96.3390109865
298,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2090,100.848054957,3.5516441998,0.0,96.4483558002
299,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Middle East + Africa,Renewables,EJ/yr,2100,134.9901492019,3.4615691372,0.0,96.53843086280001
300,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2010,1.8016828053999998,0.0,0.0,0.0
301,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2020,2.85821650737,0.0,0.0,0.0
302,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2030,1.82592432648,1.4154869641999999,81.1843517663,17.4001612695
303,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2040,2.5121875679600003,0.9337351281,83.6258455232,15.440419348699999
304,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2050,1.4445784191799997,0.6226692999,89.8760427058,9.5012879943
305,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2060,0.807610510940482,4.8944360323,0.0450704734,95.0604934944
306,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2070,0.5570998958,4.8567059036,0.0,95.1432940964
307,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2080,0.5076196124,0.47161725979999997,91.1314359011,8.3969468391
308,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2090,0.1486444836,0.0,0.0,0.0
309,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Fossils,EJ/yr,2100,0.0,4.9206838598000004,0.0,95.0793161402
310,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2010,2.7091132698522995,0.0,0.0,0.0
311,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2020,3.1446775092143,0.0,0.0,0.0
312,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2030,6.23858413868,4.688700283,0.396046334,94.91525338299999
313,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2040,10.212253102310001,3.6194917427999997,0.0,96.38050825719999
314,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2050,13.43507313912,3.3954367857,2.2955573636,94.3090058508
315,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2060,16.08849034516,2.9929996645999997,23.391945006700002,73.6150553287
316,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2070,20.9117740041,3.2878012797000005,0.0,96.71219872030001
317,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2080,27.7358918846,3.1714354599,0.0,96.8285645401
318,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2090,40.9508024263,3.1925264305,0.07498435190000001,96.7324892176
319,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Latin America,Renewables,EJ/yr,2100,46.543616578000005,3.3615904959,0.0,96.6384095041
320,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2010,3.2527155384600004,0.0,0.0,0.0
321,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2020,4.3218146796,0.0,0.0,0.0
322,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2030,3.174694676538,1.2102990348,82.9767742148,15.812926750499999
323,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2040,2.34308866275,0.48867746549999996,92.6245787527,6.8867437818
324,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2050,1.04988746899,1.7457525006999999,65.0801560989,33.1740914004
325,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2060,0.1099874787495834,0.724735366,93.07848626180001,6.196778372200001
326,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2070,0.015037662080000003,0.142360122,98.08483764420001,1.7728022338
327,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2080,0.0003430669049,1.6323271041,66.7324260754,31.6352468205
328,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2090,0.0002054067782,0.0,0.0,0.0
329,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2100,0.0001229845582,0.0,0.0,0.0
330,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2010,0.974967005666,0.0,0.0,0.0
331,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2020,1.0210439915716,0.0,0.0,0.0
332,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2030,3.277098216524,4.967328144700001,0.11081987199999999,94.9218519834
333,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2040,6.0534775179508005,4.6789887944999995,0.0,95.32101120549999
334,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2050,7.891232084733098,3.913177575,0.0,96.086822425
335,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2060,10.308452036018302,4.3174620291000005,0.0,95.6825379709
336,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2070,14.1181634787,3.8730619201,0.0,96.1269380799
337,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2080,16.5161815625,3.2973803277999996,0.0,96.70261967219999
338,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2090,18.4710054891,3.3698285521,0.0,96.63017144790001
339,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2100,20.2016681144,3.6902974539,0.0,96.30970254610001
340,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2010,20.760738306700002,0.0,0.0,0.0
341,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2020,22.399548332,0.0,0.0,0.0
342,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2030,19.9406353314,1.0630565059000001,83.3059555013,15.6309879927
343,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2040,19.855305037870004,1.123904222,84.1278689672,14.748226810799999
344,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2050,17.45328052136,0.4875665126,91.9796288116,7.5328046757000005
345,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2060,11.873868959524502,0.3425479233,95.32470993209999,4.3327421447
346,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2070,5.0310223242499985,0.2446480327,96.6063177998,3.1490341675
347,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2080,1.142906475983,0.2404692698,96.7145968807,3.0449338495
348,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2090,0.09197292236759999,0.3013309945,95.9436322609,3.7550367446
349,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2100,0.0191141144276,0.22277726309999998,97.0574657122,2.7197570247000002
350,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2010,6.8806704476,0.0,0.0,0.0
351,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2020,11.4173063635,0.0,0.0,0.0
352,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2030,15.977318996800001,4.3038070646,0.355381159,95.34081177649999
353,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2040,24.018227404,4.2761277302,0.0,95.7238722698
354,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2050,32.756907125,3.3111283220999996,0.397376286,96.2914953919
355,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2060,49.078336218000004,3.3484096156,0.0,96.65159038440001
356,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2070,68.990874144,3.2007631161,0.24457778859999998,96.55465909530001
357,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2080,80.874278784,3.0402904674,0.0,96.9597095326
358,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2090,92.79974742600001,3.0461001002,0.5413292403,96.4125706595
359,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2100,103.235302892,3.2301608469,0.0,96.7698391531
